method,lambda_value,similarity,learning_rate,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,ewc_loss_mean,ewc_loss_final,relative_time
ewc,0.0,0.6,0.1,2,0.07838411408681623,0.0,1.656234076108376e-06,0.07838577032089233,1.3876925208933244e-07,0.0,0.0,0.24979805946350098
ewc,0.0,0.6,0.1,3,0.08045352442752574,0.0,1.152915842794755e-06,0.08045467734336853,9.64864597108317e-08,0.0,0.0,0.26996445655822754
ewc,0.0,0.6,0.1,4,0.0773024815429153,0.0,1.725245624584204e-06,0.07730420678853989,1.115597214607078e-07,0.0,0.0,0.304431676864624
ewc,0.01,0.6,0.1,0,0.07983506716686861,0.0,2.210364755228511e-06,0.07983727753162384,1.1743430405886102e-07,2.835334619528181e-10,3.3729441462071463e-10,0.38396763801574707
ewc,0.01,0.6,0.1,1,0.07799451948221758,0.0,1.4290112630988006e-06,0.07799594849348068,9.449353655099912e-08,2.022859363783031e-10,2.420026401495079e-10,0.35544705390930176
ewc,0.01,0.6,0.1,2,0.07838411408681623,0.0,1.656234076108376e-06,0.07838577032089233,1.3876979210181162e-07,2.362022594465526e-10,2.841037960443771e-10,0.3635592460632324
ewc,0.01,0.6,0.1,3,0.08045352442752574,0.0,1.152915842794755e-06,0.08045467734336853,9.6486743927926e-08,1.5670231604512658e-10,1.8797148559901444e-10,0.3849658966064453
ewc,0.01,0.6,0.1,4,0.0773024815429153,0.0,1.725245624584204e-06,0.07730420678853989,1.1156031121117849e-07,2.6411238696899e-10,3.15213688484306e-10,0.33605504035949707
ewc,0.1,0.6,0.1,0,0.07983505971628801,0.0,2.210364755228511e-06,0.07983727008104324,1.1743875205638687e-07,2.835334494519833e-09,3.3729439241625414e-09,0.31873655319213867
ewc,0.1,0.6,0.1,1,0.07799451948221758,0.0,1.4290112630988006e-06,0.07799594849348068,9.449619398083087e-08,2.022859312981193e-09,2.420026623539684e-09,0.3419153690338135
ewc,0.1,0.6,0.1,2,0.07838409918565503,0.0,1.656234076108376e-06,0.07838575541973114,1.387732311286527e-07,2.3620224971834803e-09,2.8410374053322585e-09,0.3492543697357178
ewc,0.1,0.6,0.1,3,0.08045351697694514,0.0,1.152915842794755e-06,0.08045466989278793,9.648845633591918e-08,1.5670231529516226e-09,1.879714828234569e-09,0.3167726993560791
ewc,0.1,0.6,0.1,4,0.0773024740923347,0.0,1.725245624584204e-06,0.07730419933795929,1.1156433998849025e-07,2.6411237501445217e-09,3.1521369958653622e-09,0.3396608829498291
ewc,1.0,0.6,0.1,0,0.07983499266106264,0.0,2.210364755228511e-06,0.07983720302581787,1.17477341632366e-07,2.8353320399868153e-08,3.3729406823113095e-08,0.3485116958618164
ewc,1.0,0.6,0.1,1,0.0779944673281534,0.0,1.4290112630988006e-06,0.0779958963394165,9.452406146692738e-08,2.0228579301248204e-08,2.4200243586847137e-08,0.4309041500091553
ewc,1.0,0.6,0.1,2,0.07838404703159085,0.0,1.656234076108376e-06,0.07838570326566696,1.388140873359589e-07,2.3620206832768163e-08,2.8410351404772882e-08,0.37345147132873535
ewc,1.0,0.6,0.1,3,0.08045347972404215,0.0,1.152915842794755e-06,0.08045463263988495,9.651157739654082e-08,1.567022384772916e-08,1.8797136291937022e-08,0.3618886470794678
ewc,1.0,0.6,0.1,4,0.07730240703710933,0.0,1.725245624584204e-06,0.07730413228273392,1.1160283008848637e-07,2.6411215348968313e-08,3.15213419810334e-08,0.3565542697906494
ewc,10.0,0.6,0.1,0,0.07983433700997011,0.0,2.210364755228511e-06,0.07983654737472534,1.1787713560806878e-07,2.835307975339041e-07,3.3729079973454645e-07,0.3864400386810303
ewc,10.0,0.6,0.1,1,0.0779939904909952,0.0,1.4290112630988006e-06,0.0779954195022583,9.480179841148129e-08,2.022844595201967e-07,2.4200059556278575e-07,0.3456573486328125
ewc,10.0,0.6,0.1,2,0.07838347333688489,0.0,1.656234076108376e-06,0.078385129570961,1.3921761876645178e-07,2.3620028053994435e-07,2.8410107688614517e-07,0.3640298843383789
ewc,10.0,0.6,0.1,3,0.08045309229385111,0.0,1.152915842794755e-06,0.08045424520969391,9.673884449057368e-08,1.567014976655845e-07,1.8797035750139912e-07,0.3716914653778076
ewc,10.0,0.6,0.1,4,0.07730181844124218,0.0,1.725245624584204e-06,0.07730354368686676,1.1199128380212642e-07,2.6410998548967446e-07,3.1521040000370704e-07,0.39495205879211426
ewc,100.0,0.6,0.1,0,0.0798278177519478,0.0,2.210364755228511e-06,0.07983002811670303,1.2203166477320337e-07,2.83506719783011e-06,3.3725832508935127e-06,0.40964674949645996
ewc,100.0,0.6,0.1,1,0.07798924447115496,0.0,1.4290112630988006e-06,0.07799067348241806,9.766676356548487e-08,2.022711682917011e-06,2.4198250230256235e-06,0.38443470001220703
ewc,100.0,0.6,0.1,2,0.07837781834621182,0.0,1.656234076108376e-06,0.07837947458028793,1.4337850018364406e-07,2.3618244299175027e-06,2.840764409484109e-06,0.31834840774536133
ewc,100.0,0.6,0.1,3,0.08044927014600489,0.0,1.152915842794755e-06,0.08045042306184769,9.907279263643431e-08,1.566940793723659e-06,1.8796018821376492e-06,0.37030887603759766
ewc,100.0,0.6,0.1,4,0.07729582817444225,0.0,1.725245624584204e-06,0.07729755342006683,1.1602060112636536e-07,2.640882843032877e-06,3.1518079595116433e-06,0.37596988677978516
none,0.0,0.8,0.01,0,-0.10108137130737305,0.0,0.14282096922397614,0.04173959791660309,0.027386391535401344,0.0,0.0,0.28495144844055176
none,0.0,0.8,0.01,1,-0.10411161184310913,0.0,0.14401620626449585,0.03990459442138672,0.027102377265691757,0.0,0.0,0.3027667999267578
none,0.0,0.8,0.01,2,-0.11102981492877007,0.0,0.15054839849472046,0.039518583565950394,0.02927018515765667,0.0,0.0,0.3347890377044678
none,0.0,0.8,0.01,3,-0.10114797577261925,0.0,0.14365245401859283,0.04250447824597359,0.02676158770918846,0.0,0.0,0.3091742992401123
none,0.0,0.8,0.01,4,-0.11297203972935677,0.0,0.15742692351341248,0.04445488378405571,0.028432678431272507,0.0,0.0,0.31177711486816406
l2,0.0,0.8,0.01,0,-0.10108137130737305,0.0,0.14282096922397614,0.04173959791660309,0.027386391535401344,0.0,0.0,0.31914448738098145
l2,0.0,0.8,0.01,1,-0.10411161184310913,0.0,0.14401620626449585,0.03990459442138672,0.027102377265691757,0.0,0.0,0.2664468288421631
l2,0.0,0.8,0.01,2,-0.11102981492877007,0.0,0.15054839849472046,0.039518583565950394,0.02927018515765667,0.0,0.0,0.2879507541656494
l2,0.0,0.8,0.01,3,-0.10114797577261925,0.0,0.14365245401859283,0.04250447824597359,0.02676158770918846,0.0,0.0,0.26009392738342285
l2,0.0,0.8,0.01,4,-0.11297203972935677,0.0,0.15742692351341248,0.04445488378405571,0.028432678431272507,0.0,0.0,0.2809000015258789
l2,0.01,0.8,0.01,0,-0.1003408133983612,0.0,0.14282096922397614,0.04248015582561493,0.02920035645365715,0.0016481954678994484,0.003787820925936103,0.37268877029418945
l2,0.01,0.8,0.01,1,-0.10334969684481621,0.0,0.14401620626449585,0.04066650941967964,0.028939487412571907,0.001681409110094677,0.003858511568978429,0.41092920303344727
l2,0.01,0.8,0.01,2,-0.11021864414215088,0.0,0.15054839849472046,0.04032975435256958,0.03122042305767536,0.0017906092993295033,0.004105172120034695,0.3248744010925293
l2,0.01,0.8,0.01,3,-0.100364089012146,0.0,0.14365245401859283,0.04328836500644684,0.028478095307946205,0.001541137943507934,0.0035492219030857086,0.35906982421875
l2,0.01,0.8,0.01,4,-0.11206579208374023,0.0,0.15742692351341248,0.04536113142967224,0.03034835122525692,0.001756689553236619,0.004029969684779644,0.34731006622314453
l2,0.1,0.8,0.01,0,-0.0927058681845665,0.0,0.14282096922397614,0.05011510103940964,0.0456969179213047,0.012709049033680173,0.026720726862549782,0.3281135559082031
l2,0.1,0.8,0.01,1,-0.095498226583004,0.0,0.14401620626449585,0.04851797968149185,0.04567326232790947,0.012969482978792655,0.027232570573687553,0.3063802719116211
l2,0.1,0.8,0.01,2,-0.10186750069260597,0.0,0.15054839849472046,0.04868089780211449,0.04899340122938156,0.013815194274701185,0.028982320800423622,0.42160725593566895
l2,0.1,0.8,0.01,3,-0.092447429895401,0.0,0.14365245401859283,0.051205024123191833,0.04404478520154953,0.011878372740976317,0.02501988410949707,0.38115406036376953
l2,0.1,0.8,0.01,4,-0.10304363444447517,0.0,0.15742692351341248,0.0543832890689373,0.047805774956941605,0.013550928208623362,0.028445804491639137,0.3377366065979004
l2,1.0,0.8,0.01,0,-0.039971545338630676,0.0,0.14282096922397614,0.10284942388534546,0.13741755485534668,0.022094457762596904,0.02906177192926407,0.3620774745941162
l2,1.0,0.8,0.01,1,-0.04124344885349274,0.0,0.14401620626449585,0.10277275741100311,0.13910098373889923,0.022590835206927295,0.029704948887228966,0.43764591217041016
l2,1.0,0.8,0.01,2,-0.044128842651844025,0.0,0.15054839849472046,0.10641955584287643,0.14840203523635864,0.024101367471406773,0.03168252110481262,0.4520399570465088
l2,1.0,0.8,0.01,3,-0.03954298049211502,0.0,0.14365245401859283,0.10410947352647781,0.1300017386674881,0.02060542102296404,0.027112264186143875,0.5039441585540771
l2,1.0,0.8,0.01,4,-0.0440044105052948,0.0,0.15742692351341248,0.11342251300811768,0.1453832983970642,0.02360766555856935,0.031041620299220085,0.40093517303466797
l2,10.0,0.8,0.01,0,-0.005286157131195068,0.0,0.14282096922397614,0.13753481209278107,0.1938549280166626,0.004112099277874222,0.004233927465975285,0.3962574005126953
l2,10.0,0.8,0.01,1,-0.005460694432258606,0.0,0.14401620626449585,0.13855551183223724,0.1968102604150772,0.004211543368466664,0.00433629984036088,0.3807377815246582
l2,10.0,0.8,0.01,2,-0.005858361721038818,0.0,0.15054839849472046,0.14469003677368164,0.20997382700443268,0.004499438990664203,0.0046327076852321625,0.38541674613952637
l2,10.0,0.8,0.01,3,-0.005215868353843689,0.0,0.14365245401859283,0.13843658566474915,0.1826343685388565,0.003830214860885462,0.003943702206015587,0.4986875057220459
l2,10.0,0.8,0.01,4,-0.005809962749481201,0.0,0.15742692351341248,0.15161696076393127,0.20568858087062836,0.004400093158619711,0.004530440084636211,0.4147224426269531
l2,100.0,0.8,0.01,0,-0.0005456358194351196,0.0,0.14282096922397614,0.14227533340454102,0.20153892040252686,0.0004407362568308599,0.0004416152951307595,0.39722180366516113
l2,100.0,0.8,0.01,1,-0.0005637258291244507,0.0,0.14401620626449585,0.1434524804353714,0.2046804428100586,0.00045151091984007506,0.00045241141924634576,0.4015371799468994
l2,100.0,0.8,0.01,2,-0.0006049871444702148,0.0,0.15054839849472046,0.14994341135025024,0.218382328748703,0.00048247276589972896,0.00048343499656766653,0.38855767250061035
l2,100.0,0.8,0.01,3,-0.0005382299423217773,0.0,0.14365245401859283,0.14311422407627106,0.1897914558649063,0.0004104702433105558,0.0004112889291718602,0.3887321949005127
l2,100.0,0.8,0.01,4,-0.0005996078252792358,0.0,0.15742692351341248,0.15682731568813324,0.21391098201274872,0.00047168880025856195,0.0004726295592263341,0.3901796340942383
ewc,0.0,0.8,0.01,0,-0.10108137130737305,0.0,0.14282096922397614,0.04173959791660309,0.027386391535401344,0.0,0.0,0.27628517150878906
ewc,0.0,0.8,0.01,1,-0.10411161184310913,0.0,0.14401620626449585,0.03990459442138672,0.027102377265691757,0.0,0.0,0.2943551540374756
ewc,0.0,0.8,0.01,2,-0.11102981492877007,0.0,0.15054839849472046,0.039518583565950394,0.02927018515765667,0.0,0.0,0.27849817276000977
ewc,0.0,0.8,0.01,3,-0.10114797577261925,0.0,0.14365245401859283,0.04250447824597359,0.02676158770918846,0.0,0.0,0.26027822494506836
ewc,0.0,0.8,0.01,4,-0.11297203972935677,0.0,0.15742692351341248,0.04445488378405571,0.028432678431272507,0.0,0.0,0.29898571968078613
ewc,0.01,0.8,0.01,0,-0.10107671841979027,0.0,0.14282096922397614,0.04174425080418587,0.027397040277719498,9.968924209985852e-06,2.317096368642524e-05,0.3659634590148926
ewc,0.01,0.8,0.01,1,-0.10410678386688232,0.0,0.14401620626449585,0.039909422397613525,0.027113525196909904,1.052047152522817e-05,2.4410670448560268e-05,0.3461601734161377
ewc,0.01,0.8,0.01,2,-0.11102481558918953,0.0,0.15054839849472046,0.03952358290553093,0.029281849041581154,1.10981952205218e-05,2.5699566322145984e-05,0.373370885848999
ewc,0.01,0.8,0.01,3,-0.10114314034581184,0.0,0.14365245401859283,0.04250931367278099,0.026771869510412216,9.593497517126293e-06,2.230314930784516e-05,0.4244532585144043
ewc,0.01,0.8,0.01,4,-0.11296575888991356,0.0,0.15742692351341248,0.04446116462349892,0.028445763513445854,1.2416234206428178e-05,2.8779488275176845e-05,0.3679537773132324
ewc,0.1,0.8,0.01,0,-0.10103478655219078,0.0,0.14282096922397614,0.041786182671785355,0.027492865920066833,9.951732039484096e-05,0.00023117133241612464,0.3048889636993408
ewc,0.1,0.8,0.01,1,-0.10406336188316345,0.0,0.14401620626449585,0.0399528443813324,0.027213845402002335,0.00010502415255540276,0.000243542788666673,0.3661468029022217
ewc,0.1,0.8,0.01,2,-0.11097975820302963,0.0,0.15054839849472046,0.039568640291690826,0.02938680164515972,0.00011078923955225939,0.0002563954039942473,0.39332151412963867
ewc,0.1,0.8,0.01,3,-0.10109956189990044,0.0,0.14365245401859283,0.0425528921186924,0.026864441111683846,9.57685532458914e-05,0.0002225114731118083,0.3272409439086914
ewc,0.1,0.8,0.01,4,-0.11290915310382843,0.0,0.15742692351341248,0.044517770409584045,0.028563562780618668,0.00012391905339116115,0.0002870364405680448,0.3273491859436035
ewc,1.0,0.8,0.01,0,-0.10061072185635567,0.0,0.14282096922397614,0.04221024736762047,0.028453564271330833,0.0009782086869349201,0.002258788328617811,0.4163479804992676
ewc,1.0,0.8,0.01,1,-0.10362358391284943,0.0,0.14401620626449585,0.04039262235164642,0.0282198004424572,0.001032412615658366,0.002379938494414091,0.3423783779144287
ewc,1.0,0.8,0.01,2,-0.1105232946574688,0.0,0.15054839849472046,0.04002510383725166,0.03043944388628006,0.0010888725746619591,0.0025049238465726376,0.32198405265808105
ewc,1.0,0.8,0.01,3,-0.10065873712301254,0.0,0.14365245401859283,0.04299371689558029,0.02779257856309414,0.0009412591607333631,0.00217396835796535,0.36788511276245117
ewc,1.0,0.8,0.01,4,-0.11233637481927872,0.0,0.15742692351341248,0.04509054869413376,0.029745403677225113,0.0012152153241225818,0.0027959230355918407,0.3523378372192383
ewc,10.0,0.8,0.01,0,-0.09601861983537674,0.0,0.14282096922397614,0.046802349388599396,0.03816965967416763,0.008289910953085722,0.01808890327811241,0.34908127784729004
ewc,10.0,0.8,0.01,1,-0.09881208464503288,0.0,0.14401620626449585,0.04520412161946297,0.03841305151581764,0.008747461904794192,0.019050385802984238,0.3196096420288086
ewc,10.0,0.8,0.01,2,-0.10551666468381882,0.0,0.15054839849472046,0.04503173381090164,0.04111891984939575,0.009213207709937365,0.020020995289087296,0.35500645637512207
ewc,10.0,0.8,0.01,3,-0.09588178992271423,0.0,0.14365245401859283,0.0477706640958786,0.03718602657318115,0.007964439748068344,0.017377983778715134,0.3005239963531494
ewc,10.0,0.8,0.01,4,-0.10614225640892982,0.0,0.15742692351341248,0.05128466710448265,0.04173071309924126,0.010070041313459456,0.021731022745370865,0.3457822799682617
ewc,100.0,0.8,0.01,0,-0.056348517537117004,0.0,0.14282096922397614,0.08647245168685913,0.1090017557144165,0.024490134888556895,0.03741692006587982,0.3710963726043701
ewc,100.0,0.8,0.01,1,-0.056501612067222595,0.0,0.14401620626449585,0.08751459419727325,0.11271528154611588,0.025141713614774745,0.03783140704035759,0.3898792266845703
ewc,100.0,0.8,0.01,2,-0.06137678027153015,0.0,0.15054839849472046,0.08917161822319031,0.11910749226808548,0.026693880961445756,0.0404202863574028,0.41367650032043457
ewc,100.0,0.8,0.01,3,-0.054924577474594116,0.0,0.14365245401859283,0.08872787654399872,0.10523007810115814,0.022933135191718065,0.034707214683294296,0.3391234874725342
ewc,100.0,0.8,0.01,4,-0.0569356307387352,0.0,0.15742692351341248,0.10049129277467728,0.12407791614532471,0.025869858918936187,0.03782258927822113,0.3362882137298584
none,0.0,0.8,0.05,0,0.03833769337506965,0.0,0.0005207724752835929,0.03885846585035324,1.763373256835621e-05,0.0,0.0,0.2911245822906494
none,0.0,0.8,0.05,1,0.03743714911979623,0.0,0.00044594259816221893,0.03788309171795845,1.4561433999915607e-05,0.0,0.0,0.28287839889526367
none,0.0,0.8,0.05,2,0.03744497458683327,0.0,0.00048498500837013125,0.0379299595952034,1.929137943079695e-05,0.0,0.0,0.3068234920501709
none,0.0,0.8,0.05,3,0.03831325098872185,0.0,0.0003858022391796112,0.03869905322790146,1.738173705234658e-05,0.0,0.0,0.2982029914855957
none,0.0,0.8,0.05,4,0.03690544253913686,0.0,0.0005137648549862206,0.03741920739412308,1.6550999134778976e-05,0.0,0.0,0.28925251960754395
l2,0.0,0.8,0.05,0,0.03833769337506965,0.0,0.0005207724752835929,0.03885846585035324,1.763373256835621e-05,0.0,0.0,0.26754331588745117
l2,0.0,0.8,0.05,1,0.03743714911979623,0.0,0.00044594259816221893,0.03788309171795845,1.4561433999915607e-05,0.0,0.0,0.2581338882446289
l2,0.0,0.8,0.05,2,0.03744497458683327,0.0,0.00048498500837013125,0.0379299595952034,1.929137943079695e-05,0.0,0.0,0.308103084564209
l2,0.0,0.8,0.05,3,0.03831325098872185,0.0,0.0003858022391796112,0.03869905322790146,1.738173705234658e-05,0.0,0.0,0.30132102966308594
l2,0.0,0.8,0.05,4,0.03690544253913686,0.0,0.0005137648549862206,0.03741920739412308,1.6550999134778976e-05,0.0,0.0,0.264599084854126
l2,0.01,0.8,0.05,0,0.034759153437335044,0.0,0.0005207724752835929,0.03527992591261864,0.00015259515203069896,0.0012643649202716744,0.0017597496043890715,0.290513277053833
l2,0.01,0.8,0.05,1,0.03391730485600419,0.0,0.00044594259816221893,0.03436324745416641,0.00014630801160819829,0.0012716245584631736,0.001769621972925961,0.35456299781799316
l2,0.01,0.8,0.05,2,0.03383140574442223,0.0,0.00048498500837013125,0.03431639075279236,0.00016235791554208845,0.0012630473879187037,0.0017780206399038434,0.34818506240844727
l2,0.01,0.8,0.05,3,0.034650493413209915,0.0,0.0003858022391796112,0.035036295652389526,0.0001569347659824416,0.0012536783517486754,0.0017611044459044933,0.344590425491333
l2,0.01,0.8,0.05,4,0.03346162399975583,0.0,0.0005137648549862206,0.03397538885474205,0.00014925497816875577,0.0012645669070914494,0.0017565693706274033,0.34040307998657227
l2,0.1,0.8,0.05,0,0.01709038467379287,0.0,0.0005207724752835929,0.017611157149076462,0.004438518080860376,0.007006945480548438,0.008698221296072006,0.34622955322265625
l2,0.1,0.8,0.05,1,0.016554130968870595,0.0,0.00044594259816221893,0.017000073567032814,0.00445746723562479,0.007026777571215916,0.008733351714909077,0.3299283981323242
l2,0.1,0.8,0.05,2,0.016217070922721177,0.0,0.00048498500837013125,0.01670205593109131,0.004569187760353088,0.0068934728942344915,0.00861340295523405,0.3129546642303467
l2,0.1,0.8,0.05,3,0.01673884503543377,0.0,0.0003858022391796112,0.01712464727461338,0.004507867619395256,0.0068580284246304475,0.008560671471059322,0.34679365158081055
l2,0.1,0.8,0.05,4,0.016456918034236878,0.0,0.0005137648549862206,0.0169706828892231,0.004415017087012529,0.007020951441462785,0.008708752691745758,0.33082056045532227
l2,1.0,0.8,0.05,0,0.0011196215054951608,0.0,0.0005207724752835929,0.0016403939807787538,0.02747911959886551,0.005719166263559601,0.006007779389619827,0.3349184989929199
l2,1.0,0.8,0.05,1,0.0010441560589242727,0.0,0.00044594259816221893,0.0014900986570864916,0.02755078673362732,0.005651888221247646,0.005938333924859762,0.3785877227783203
l2,1.0,0.8,0.05,2,0.0009623927180655301,0.0,0.00048498500837013125,0.0014473777264356613,0.027210785076022148,0.005401155225186812,0.00567648047581315,0.3480868339538574
l2,1.0,0.8,0.05,3,0.001056415494531393,0.0,0.0003858022391796112,0.0014422177337110043,0.027035845443606377,0.005398392038634484,0.005673322360962629,0.3267970085144043
l2,1.0,0.8,0.05,4,0.0010851406841538846,0.0,0.0005137648549862206,0.0015989055391401052,0.027503332123160362,0.005744426246819785,0.006034249439835548,0.31973838806152344
l2,10.0,0.8,0.05,0,7.692549843341112e-06,0.0,0.0005207724752835929,0.000528465025126934,0.039147041738033295,0.0008765529837692157,0.0008811211446300149,0.3632533550262451
l2,10.0,0.8,0.05,1,4.237634129822254e-06,0.0,0.00044594259816221893,0.0004501802322920412,0.03906645253300667,0.0008598998075467534,0.0008643840556032956,0.39020752906799316
l2,10.0,0.8,0.05,2,-1.2491655070334673e-06,0.0,0.00048498500837013125,0.0004837358428630978,0.038196828216314316,0.0008139403550885617,0.0008181884186342359,0.30476951599121094
